-90.4794432,14.460675
-90.54463,14.62832
-90.527311,14.627751
-90.56183,14.635905
-90.525293,14.603288
-90.5239972,14.6362895
-90.583369,14.664093
-91.184399,14.77151
-90.502818,14.625706
-90.585694,14.532618
-89.987816,14.634078
-90.497987,14.630357
-90.462604,14.669086
-90.515564,14.642602
-90.567849,14.678669
-90.516295,14.630271
-90.500672,14.602342
-90.477182,14.648447
-90.564705,14.629788
-90.509043,14.643626
-90.565248,14.633223
-90.566286,14.640388
-90.516377,14.638517
-90.548781,14.569211
-90.4878307,14.6872445
-90.5687417,14.6324277
-90.410263,14.545852
-90.550256,14.617226
-90.56652,14.50465
-90.500167,14.649323
-90.57917,14.657425
-90.578365,14.654008
-90.586336,14.662461
-90.602513,14.62776
-90.5135046,14.6343708
-90.499546,14.585887
-90.81604,14.66484
-90.551147,14.624619
-90.521916,14.640375
-90.5841161,14.6506799
-90.455291,14.653253
-90.548935,14.559531
-90.495335,14.6502902
-90.475559,14.625188
-90.519791,14.649624
-90.497266,14.65675
-90.523367,14.630046
-90.6438,14.686506
-90.563483,14.586073
-90.408943,14.683475
-90.54313,14.626128
-90.510854,14.651412
-89.985838,14.634705
-89.716979,14.99282
-90.737479,14.563031
-90.7850579,14.3041386
-90.552121,14.547059
-90.069328,14.854654
-89.545637,14.79879
-90.816944,14.660749
-90.552473,14.626785
-90.380035,14.085835
-90.199366,14.788292
-90.622057,14.47919
-90.553402,14.52699
-90.571343,14.654162
-90.545824,14.600402
-90.362929,14.306815
-90.521057,14.600263
-90.606851,14.628757
-90.696258,14.403878
-90.820032,13.92746
-90.51048,14.606894
-90.505778,14.64031
-90.299801,14.279182
-89.8981017,14.2929189
-90.250709,14.412342
-90.608049,14.631353
-90.617701,14.479832
-90.541626,14.611834
-89.991833,14.638181
-90.4997295,14.6529553
-90.6576008,14.608278
-90.522141,14.58658
-90.6430986,14.7188331
-89.388163,14.819491
-90.574586,14.659226
-91.505684,14.538295
-90.36086,14.6695
-90.577673,14.614069
-90.512964,14.618449
-89.541844,14.801295
-90.188783,14.526984
-90.595749,14.76611
-90.383101,14.068572
-90.967136,14.306097
-90.556365,14.596007
-90.773361,14.286452
-90.577298,14.701057
-90.52449,14.5559
-90.473974,14.659479
-90.580449,14.518273
-91.0247148,14.3333924
-90.400893,14.330085
-90.514288,14.599378
-90.561772,14.598238
-90.411713,14.545999
-90.598429,14.502515
-90.642343,14.721669
-91.024094,14.330814
-90.577361,14.65982
-90.556998,14.551532
-91.502506,14.531945
-90.579434,14.588275
-90.380999,15.470667
-90.44602,14.731032
-90.524924,14.620761
-90.948039,14.230186
-90.478139,14.65295
-92.056507,14.908823
-90.493785,14.649537
-91.304927,14.186852
-91.862931,14.705371
-91.502498,14.5342
-91.367466,14.290418
-91.52029,14.85945
-92.140603,14.679992
-90.8482629,14.200847
-90.31981,15.10281
-90.887013,14.737959
-90.992755,14.762411
-91.675605,14.53932
-90.449423,14.657626
-89.894083,14.288379
-90.5235768,14.5762646
-92.03373,14.722299
-90.511705,14.593872
-90.814979,14.993375
-90.5270481,14.5470859
-91.163688,14.420496
-90.657783,14.609221
-90.5017723,14.6472966
-91.571218,14.54035
-90.737728,14.558092
-90.560708,14.590907
-90.556735,14.555017
-90.544855,14.5213
-91.050617,14.086103
-90.589179,14.524311
-90.580472,14.641667
-90.5464821,14.6815961
-89.096662,15.255851
-91.230353,14.638166
-90.545429,14.562528
-90.545979,14.616256
-89.710812,14.334382
-90.584177,14.648102
-90.581982,14.648786
-89.5298,14.97347
-89.352091,14.565541
-90.529681,14.617303
-90.564228,14.563099
-90.50986,14.619622
-88.598001,15.732436
-90.5107772,14.6463691
-91.360554,14.918929
-90.495862,14.571265
-90.541648,14.599896
-90.501404,14.605658
-90.502757,14.588229
-90.547058,14.610767
-90.590376,14.649113
-90.561394,14.602882
-90.5205787,14.6152153
-90.2847422,14.3801667
-90.582931,14.602792
-90.5341521,14.4833613
-90.5942692,14.5805682
-90.6034646,14.5735314
-88.8306305,15.4736633
-90.549228,14.622233
-91.6763657,14.5363733
-90.785103,14.295919
-90.582942,14.582058
-89.5277257,14.9723297
-91.4165182,14.5400172
-89.622962,14.619521
-90.4615199,14.6545513
-90.5867842,14.6343595
-90.310563,15.477956
-90.607679,14.586206
-90.4511213,14.647052
-89.539482,14.806541
-90.4702907,14.5663111
-90.4950583,14.59489511
-89.537652,14.799914
-91.15664,14.744
-90.5806362,14.6348611
-90.4882802,14.6797178
-90.5708224,14.6536587
-90.4576507,14.5365602
-90.581314,14.602238
-90.352419,15.318779
-90.4963809,14.6454634
-89.8673964,14.5058
-90.5185165,14.6038565
-89.9889586,14.6317582
-91.144448,14.629936
-90.51144719,14.6364154
-90.5199714,14.6421998
-90.4945297,14.6606676
-90.92615,14.62922
-90.891619,14.650133
-90.533644,14.523578
-91.015881,14.68435
-90.840613,14.621576
-90.473572,14.61873
-90.414835,14.544143
-90.442151,14.461513
-90.878549,15.028289
-89.585728,15.044269
-90.506432,14.621678
-89.358785,15.112661
-90.537716,14.615508
-89.883468,15.321177
-90.599236,14.655293
-91.272153,14.691519
-90.537156,14.598966
-90.5426825,14.5860888
-90.503471,14.621949
-90.51383,14.6323
-90.616435,14.544003
-90.528628,14.609391
-90.567084,14.63976
-90.53867,14.598462
-90.58771,14.525181
-90.52034,14.640675
-90.4658942,14.5646567
-90.607897,14.631513
-90.038161,14.273688
-90.565523,14.584356
-91.522224,14.589915
-90.5289279,14.621434
-90.5211651,14.5967822
-90.794018,14.780135
-91.411711,14.632544
-90.514098,14.610984
-90.51086,14.630593
-90.545215,14.590361
-90.515259,14.582557
-90.523624,14.602045
-90.541619,14.606351
-90.549389,14.596444
-90.57893,14.598883
-90.58101,14.61878
-90.518139,14.596139
-89.913833,16.912333
-89.65,16.633333
-89.419306,16.331861
-90.5344392,14.673599
-90.554711,14.676215
-90.585141,14.694304
-90.625884,14.479062
-90.57682,14.515625
-91.597355,14.625405
-90.119531,15.294277
-89.420274,16.331125
-91.608142,14.605098
-89.333939,15.524268
-90.515718,14.628442
-90.6341913,14.415192
